name,IBAN,amount,reference,day,month,year
9915,9143,571.24,9811085531041,9,12,2021
4704,7117,627.91,5777587032964,28,4,2021
11456,30202,631.9,8425986721657,21,8,2024
22964,22075,748.3824117418854,3071721337796,1,1,2021
23731,28255,313.91,2114489484737,5,6,2022
3773,8172,460.81,8440303069120,19,1,2021
7231,17176,945.39,2444879028754,25,12,2024
40349,20054,800.87,7143553321017,10,4,2021
31017,18908,354.01,7398592466285,22,3,2020
27863,13259,563.9,6237030446742,21,1,2024
39136,16241,504.59,7715999128767,9,12,2023
1059,45839,891.03,1412051674274,2,7,2020
6616,20034,127.07,3272816048881,27,1,2024
26797,26968,267.43,526607795625,3,2,2024
7732,49400,195.44,5935952010157,12,2,2024
27671,33962,943.21,4962215456828,25,12,2022
17474,1924,107.28,5504833960142,26,3,2024
25372,45114,869.68,3914829753702,6,6,2021
18286,854,633.09,2601371216915,15,7,2022
9771,5495,723.28,3600769660018,19,10,2022
5108,15398,976.47,2183703286983,18,10,2022
25363,17786,864.16,9318902411208,23,5,2020
6479,25322,262.13,6258836655565,18,7,2022
34151,7888,95.74,9459615985119,12,6,2021
12628,29541,307.5669066509936,0816677580741,18,6,2022
25993,29351,752.04,8752907331955,12,8,2023
40666,10218,833.38,2927626,25,3,2023
12197,43096,308.24,4073148839807,25,1,2023
34183,50192,681.52,5440312231498,28,10,2020
10407,17368,11.55,8716032532205,11,3,2024
27983,20489,518.84,8566310047156,24,9,2021
35272,19695,986.81,4257622899420,20,8,2022
21016,18969,421.77,7926776819673,22,7,2024
13137,17008,661.4415349389182,552153745029,21,6,2023
1262,14568,611.67,6452698539548,11,4,2020
29003,29654,386.04,6816701819681,21,3,2023
16303,38619,860.67,8246540795620,11,6,2022
3662,20377,60.72,Capital son,9,9,2021
18627,25417,274.68,8668247154744,24,7,2024
33605,21640,206.58,5188524818976,15,9,2024
37951,48675,174.0,2481332757172,21,8,2021
7396,16406,1417.837524133383,7347871342741,4,10,2020
18139,13668,617.41,9628678353634,4,9,2024
16070,2433,405.3,0257229434219,19,9,2024
28027,38874,461.87,5384062118756,18,3,2020
24213,16184,708.48,7213487040220,13,11,2023
24305,17659,240.86,803735954828,23,3,2020
17573,17930,930.7642132009904,0196485529362,17,10,2024
22562,27757,142.47,2795721191257,18,1,2024
21832,40752,761.35,2965986564152,21,11,2020
25431,11309,878.85,0139429895789,2,10,2020
23849,25311,691.56,4307090776379,24,1,2022
28261,4103,1521.7841398169,1354542089788,8,5,2024
8260,30065,693.6,2037013399249,5,4,2022
8146,28107,854.33,3770451034714,18,6,2020
29207,9348,317.8714303888019,8033396532161,17,8,2022
10049,20331,139.41,8536769687678,15,2,2020
40346,12049,732.64,5890220877323,9,5,2023
27437,27603,854.24,4140609846251,19,8,2022
20441,23816,36.49,6329408095475,23,3,2021
35932,10625,775.33,6116396046394,22,1,2024
10006,12696,790.76,0844964091557,2,1,2021
35863,24090,494.4,6954796202510,25,2,2023
30360,41371,948.34,1075970452387,28,4,2023
3162,14692,197.06,4479637633664,3,3,2024
17245,8125,439.39,8293253710136,3,8,2023
18199,42501,924.69,6550283423552,25,7,2021
25257,4950,213.37,2723100906710,23,12,2023
27078,29028,978.39,2948039836567,4,7,2020
23959,42468,940.79,3338830300029,2,3,2020
1567,25488,895.74,6467512883455,11,11,2023
30979,27544,909.03,Speak prove seven,20,3,2021
7276,44675,147.93,season street,1,8,2020
5293,47546,475.06,5321412868480,5,2,2023
39874,33334,996.98,103111319419,11,12,2021
20513,23293,693.81,3299011979185,12,1,2024
22811,6069,902.45,6944896511346,15,1,2020
17755,46672,167.21,9154104523741,6,12,2022
33564,8223,446.92,9112726285713,4,12,2021
11001,21996,84.21,Miss seven,12,9,2022
672,47018,910.32,1705166588544,8,10,2023
2348,38422,402.16,Group by yet final,17,12,2021
36893,2785,75.23,5046231921771,4,5,2023
37509,30270,934.55,2673157445710,24,7,2022
28670,10498,695.98,3125247665816,27,7,2023
7844,31313,103.5,6616765592717,22,3,2020
7766,21043,503.339488429902,296557456487,8,12,2024
17881,46919,248.4,1983141715462,21,11,2021
17740,41220,424.38,69145636,18,9,2020
37945,35151,687.92,8718232905599,10,2,2023
1718,3593,614.0717644782544,5655149388004,27,7,2021
10169,38875,184.53,5875296509521,17,8,2020
36258,17686,678.49,9540063013001,26,6,2020
24279,25034,201.9789466537568,4512983439532,10,5,2020
18549,9130,976.33,0045742261616,9,2,2024
18657,44750,690.96,7045640245681,25,2,2023
6569,10978,763.42,509407514252,19,10,2023
40709,46438,717.53,5607514798833,4,5,2024
2115,5114,975.3,Food on few edge,21,11,2022
2785,37805,324.63,1271556830451,12,8,2021
7426,21833,857.38,0759542183152,28,11,2020
16496,17542,87.35,monthly,13,9,2022
7326,20634,336.11,3918902890773,24,10,2021
22236,36532,113.8,0033987869919,4,8,2023
26402,7238,873.72,2889926998879,8,4,2023
12633,8138,469.24,4563675516536,19,9,2020
18675,30395,178.19,0748181142200,26,2,2024
32570,38481,1107.1116423591766,4097892201789,24,6,2020
5261,15597,570.56,4755727605224,23,5,2022
9813,35194,143.16,0670353229023,27,6,2024
16064,31857,993.39,0923981680262,11,4,2023
29540,5973,508.1,Thousand hospital society computer,12,10,2020
40581,6582,690.76,0256841171380,15,5,2021
15002,19705,675.21,7560129248415,15,7,2021
21997,22601,708.16,9125703452510,28,8,2024
29659,50015,984.16,9166129722818,24,3,2021
7335,48137,617.27,6286909307646,21,11,2022
25835,42162,618.34,2029392289952,10,8,2020
3496,40361,455.35,2625459805402,24,4,2021
275,1936,662.73,4169337798298,7,10,2022
12088,35148,54.73,4780259260382,14,12,2022
17700,15685,439.49,6317290123796,3,12,2024
24954,48371,742.16,935125152702,4,2,2021
18667,42612,835.24,3292555267916,19,1,2021
26609,21264,572.02,4023178335152,23,5,2020
15978,38715,64.88,6217574519096,11,2,2021
28473,9877,136.88,1820756919369,8,9,2022
301,37401,456.17,4277998892009,28,3,2021
10021,32088,468.34,4513574390324,1,3,2022
11108,31998,461.39,3149405474287,6,12,2022
6615,14204,54.97,5379564006472,16,8,2021
12317,1718,290.47,9649385352147,26,11,2020
17958,25272,961.2,6570137519859,6,10,2024
27313,1679,860.23,1656744621132,15,2,2020
37607,8796,78.87788242982023,1603137143160,25,4,2023
39484,38425,867.17,1562261020375,8,9,2024
22885,30618,654.11,4263174561371,8,4,2021
28243,48199,268.57,5483008929613,23,6,2022
11729,8489,55.21,993610862611,26,4,2020
16124,43570,848.13,56158393532,21,9,2022
2184,39269,376.8,5354545186442,2,12,2023
2342,2703,912.49,3767297071874,19,1,2022
32383,8173,148.88,6511817870174,15,10,2023
27621,22535,557.8030769203485,1227812375488,22,9,2024
15933,45680,355.67,monthly,27,11,2024
4581,2435,752.0,8014735092508,19,11,2022
38785,7123,695.08,0924496123626,1,12,2022
9996,18132,636.04,5935701091673,14,11,2022
34714,48035,745.79,3347636774583,22,2,2024
29415,26181,604.55,1284082356081,15,4,2024
22505,24933,654.8,5835836602433,14,10,2024
3467,5916,968.375784509546,2231857843139,7,5,2024
32296,2460,317.11,4130015754363,5,7,2021
19821,14396,849.52,8595297066782,2,11,2023
21300,42647,325.28,6760453589715,26,4,2021
39032,6932,181.84,0923596226985,23,7,2024
21273,12789,849.14,8657259110497,27,2,2023
18662,48605,860.66,9837936091380,9,12,2024
28656,50166,837.49,9931883233715,4,3,2020
910,40997,949.55,6131948106609,10,12,2023
20083,10511,776.61,9171462114848,9,10,2022
37493,5580,70.15,6961885904583,22,2,2021
38540,42678,943.93,1842934001307,17,5,2023
32534,33696,278.31,7094064964456,20,3,2020
14171,6165,537.54,6757012087690,7,9,2021
39692,47116,28.91,7553642926748,20,9,2020
4490,29370,12.09,4086118803067,14,7,2022
29806,14708,127.75,65806463,18,5,2022
28929,34766,816.55,9567977054371,14,7,2024
39808,29131,578.12,1693697839023,12,1,2023
10817,46471,394.68,5798449875864,6,3,2023
17237,5249,830.9682597129658,5398958085879,19,5,2022
7814,5958,210.84,1015286350809,8,8,2021
37400,39173,459.49,2328437680038,3,7,2021
1821,38177,95.92,1949360521666,22,1,2020
33597,21690,768.43,8659094038172,6,12,2024
25362,25950,1039.60326352651,9225479664251,9,11,2024
8657,47078,735.65,1623196802075,27,4,2020
3655,25933,285.46,4871130623430,7,8,2022
27985,37111,129.51,monthly,21,7,2023
387,30570,815.31,6030762520410,20,11,2024
21292,8764,972.97,6690780417040,9,8,2020
17823,46461,672.0172163265385,3323771023076,8,4,2024
38025,33012,899.92,7378836058292,28,12,2023
38509,7483,552.51,5461961541592,24,7,2020
35205,5645,652.63,4391021401416,25,1,2022
40557,47799,287.26,3494654954906,28,10,2024
16915,49391,71.19,0753061371021,24,3,2020
22005,48003,734.62,2195081928867,16,4,2022
34891,30871,999.22,6180913540436,8,9,2022
6393,30181,68.31,3534446047918,6,6,2023
12123,33808,399.2,9925319702982,23,9,2023
2234,30354,784.02,7273452453998,6,10,2024
36670,50014,707.92,0565687281208,23,5,2024
7910,22160,883.03,1179741227560,11,6,2022
11158,31390,494.98,1747889864086,15,2,2021
25902,17217,101.69,4099009128002,7,2,2023
24858,18754,324.45,6072625346386,6,4,2024
5023,3859,414.65,9106421153231,3,12,2022
22241,48969,448.98,5182408902812,27,6,2024
16740,31796,508.36,5838470171990,18,2,2020
7734,26458,157.51,585421074644,3,10,2022
39399,37867,127.55,3256813834807,16,2,2022
8362,27918,129.23,2388331181758,5,11,2022
9366,25956,555.84,2792528814969,16,8,2020
27110,41142,67.91,7854061695735,3,9,2024
13412,2521,856.68,1655040045710,28,8,2024
32437,25696,258.36,2941096995970,3,12,2023
15935,38557,598.7,2432111931016,15,4,2022
36879,34937,417.25,2260903315603,5,12,2022
28151,2133,783.12,7965196718203,21,6,2021
37307,33643,771.3,Four line,13,3,2022
32738,31830,929.6,0922986434962,20,3,2022
32942,3496,910.21,2522722165983,25,12,2024
26272,40779,270.38,6584469685021,15,10,2022
29904,11970,484.72,978871912695,7,12,2021
24931,49792,955.48,1541992490053,25,5,2023
34732,10097,81.4,2295349589554,13,5,2022
17984,46963,159.39,3419689601342,19,4,2021
12504,5984,980.88,9103598110708,27,4,2021
30934,23329,812.88,9025526547915,8,6,2023
22123,12824,187.47,8076039137149,17,6,2021
1344,44332,888.8,7837544801137,2,5,2022
32996,13468,579.27,1195903905626,13,5,2020
40346,46833,204.45,0101161674052,3,7,2024
9970,43232,836.23,0222028862709,27,8,2020
12656,12605,325.08,8753769722875,15,1,2024
16717,6565,893.21,7511958166562,9,2,2022
36650,48350,520.24,5566276775486,1,5,2020
3441,12629,734.55,1926219221168,13,2,2020
34016,12301,439.53,4954376714862,13,3,2023
37195,16838,907.82,0708071303654,16,4,2024
19869,32795,789.6664914942982,1651309205444,24,1,2024
22428,14619,795.14,4092638031378,10,8,2020
36214,39032,909.15,1315183771852,9,1,2021
22908,1436,313.51,8189867885561,22,1,2022
16922,8562,706.48,8979135607786,16,2,2022
5853,42735,152.47,6426921600145,15,7,2022
4101,33974,39.97,4186851154942,11,12,2021
17521,2571,521.6,3174782401489,18,12,2024
9240,18435,859.63,0366862366365,22,8,2024
1836,39609,859.16,8491063806692,24,10,2021
25963,2325,624.66,6033542647857,7,11,2022
6925,1301,717.56,0920121729652,18,5,2022
40316,45711,722.56,23910034,6,8,2020
7636,8700,69.15,7489594982399,5,1,2020
27533,33359,971.65,1373897062109,2,4,2020
11092,42511,201.42,5490270969421,4,4,2024
19428,38289,973.08,4357836912202,9,10,2024
22798,32452,313.95,888247312236,6,11,2021
39667,14779,717.6,6204441689594,4,4,2024
4760,26354,29.17,5559440927392,1,11,2021
8816,26209,901.99,6566629159689,3,10,2024
7687,46828,624.65,114296636369,9,6,2023
30233,26741,647.86,6054677369612,7,4,2024
14719,49809,715.16,5668611841402,1,10,2020
12758,5126,814.39,9139998535414,28,12,2023
27626,28056,835.66,5357469159806,17,4,2021
15084,1996,505.59,8401702458427,24,4,2020
22878,3858,698.18,4347381483975,7,9,2021
4983,43903,503.42,3019910480052,11,10,2024
32000,16549,619.33,3030153196838,28,9,2021
9814,30624,52.04,Attorney matter baby care,12,5,2024
17441,40018,909.12,2170554330002,1,7,2024
12537,43412,89.69,8304167792184,12,5,2022
25434,46196,330.99,0423661751553,7,2,2022
33769,37687,381.78,5993667653809,28,5,2020
30303,40052,670.18,4491499934703,6,2,2020
4833,20471,947.11,9633929268162,14,9,2024
24376,3441,445.87,3155971156380,21,4,2020
22386,15362,853.98,9853360422101,6,12,2024
15574,4004,519.77,2098146508649,10,1,2021
30718,15005,143.01,7649391850394,13,8,2023
14600,39338,155.18,2254910255625,4,1,2023
34342,10568,842.34,9819687467782,23,9,2021
17496,1219,671.28,Pay line,11,8,2023
5854,23006,655.5,8334414609071,20,12,2024
22722,40220,947.28,1378630281120,11,2,2020
8451,49395,313.85,0306405345563,19,1,2022
