name,IBAN,amount,reference,day,month,year
3518,1500,995.63,6121164233128,2,3,2021
345,3339,575.64,7890594968243,27,9,2020
3138,2590,20.86,3314993779117,18,3,2022
4691,4922,997.08,7986084188397,20,6,2024
1761,2813,928.41,5816992304928,22,4,2022
4079,2572,883.69,2257528805398,12,8,2023
1758,2369,974.73,9663375618389,27,2,2020
989,179,623.74,8418309512933,25,3,2020
3457,3002,966.36,7772682849590,22,7,2021
4463,4273,486.4,1469754840611,24,7,2023
1113,3583,479.89,3506392339812,4,6,2022
4336,4383,718.35,8001833245332,25,7,2022
808,2047,892.59,6948972782545,2,3,2020
2613,3535,767.3173700131728,5833698830711,12,9,2024
837,1665,409.03,5967077450907,1,5,2023
1623,177,878.05,4473227889998,23,6,2023
1513,690,768.74,3118970932478,13,6,2021
2690,3167,81.04,7746054807280,26,5,2024
3763,1936,784.01,1890397127645,6,6,2024
2774,233,93.64,2532064678492,1,7,2021
2396,975,555.65,2284197300695,17,6,2020
1075,1203,626.57,7956879871872,2,12,2024
3395,3699,605.77,0182051305102,7,12,2020
1294,899,255.24,8003800729968,8,10,2020
0,3437,283.24,6155582454902,7,2,2023
443,3026,87.11,6477531492958,2,9,2023
3100,3341,663.59,6825529802966,5,10,2022
1117,1919,725.44,9614301000723,16,11,2024
1290,3970,969.28,3252945597771,14,3,2022
3360,3060,756.18,6227168573625,14,12,2020
4283,4313,561.4607100167568,5223047397093,4,9,2021
1437,1818,196.65,3035822902673,28,10,2024
2837,1063,562.14,1237340396671,2,10,2020
2929,4688,91.73,7734473565669,14,9,2021
4086,2664,207.53,pick lead,21,3,2021
3656,2330,558.55,8822201751909,22,7,2024
4698,3802,626.52,9025902207693,12,3,2023
4110,2670,255.95,9761282973956,18,8,2020
4740,1419,409.53,2527625843679,24,6,2024
1096,4987,894.05,4827176254879,27,11,2023
4692,1049,381.63,2110708044973,10,5,2020
1544,1446,326.83,9543809662723,3,3,2023
4351,86,697.36,5351295008420,5,2,2020
1019,3041,829.79,8694027919708,7,4,2024
1634,3045,804.07,2719052959928,21,8,2022
3009,4421,351.39,8007301598566,28,5,2022
3203,424,624.87,4566883031235,3,10,2023
4154,1272,918.44,8918675091426,2,11,2020
2764,3429,166.77,9817408391033,5,6,2020
4332,1034,386.14,tough soldier college,21,10,2024
185,2274,570.19,6761920106992,11,3,2023
845,4016,923.93,2902824052082,2,6,2024
2459,246,56.96,8317190828232,6,5,2020
1469,1362,616.41,2260578251978,26,7,2020
1867,1283,984.48,5035293475025,4,3,2022
4414,4264,125.11,476927590458,22,3,2022
350,4190,819.96,3129892673912,13,12,2024
1402,4014,743.76,4626703534275,23,4,2020
4745,3370,352.09,2805172691548,21,11,2024
2424,2231,570.36,755448816118,2,12,2022
4541,1649,994.6,2061085522441,6,1,2024
4746,4744,527.51,3479592543436,9,7,2021
4472,4802,730.83,2156721195001,25,6,2023
3253,1834,846.55,9804208165568,4,9,2022
4341,4571,121.68,7992377870542,24,8,2023
2329,4917,711.79,5280154668447,18,10,2024
3069,1557,623.37,2909302486421,8,5,2023
2244,3589,522.79,339462897638,11,8,2023
2682,3871,802.66,5962596205854,13,2,2021
3006,3173,225.32,9031438360146,15,8,2024
4515,3624,632.24,3743594031278,25,2,2024
1315,3517,778.27,64516929,26,6,2022
133,4426,468.29,9592793547639,1,12,2020
4344,2546,854.15,4663595895077,8,12,2020
3806,2162,998.0188709059672,9973460613565,12,4,2022
188,3572,979.59,8934208563659,5,7,2022
1454,46,483.77,9553652414240,9,12,2024
2542,995,308.5,2277533297766,25,11,2023
1743,4007,836.24,9373557618921,19,10,2021
3640,4978,42.38,1409612214178,12,10,2024
4050,2427,254.23,25951424,28,1,2021
3202,1774,790.98,1253719121989,11,5,2021
4707,2877,185.1,3325896373142,17,10,2021
4281,277,238.91,3403294848070,25,12,2020
3345,3877,657.61,Teacher unit,24,4,2023
4632,4305,132.86,5213209517339,25,3,2020
2995,4668,353.78,5544083221648,20,4,2022
204,492,978.47,816382217307,20,5,2022
135,4948,317.63,1598900272119,1,12,2022
4005,3934,715.23,7295311159971,4,9,2024
509,3383,240.15,3029638761975,11,5,2024
4339,4654,363.46,8164866300765,5,3,2022
2776,3132,437.72,Window network,11,9,2021
4726,3447,451.68,4067001624716,6,5,2020
4023,4293,670.1,4151114899137,2,9,2020
3794,4357,375.05,1544025536896,22,11,2021
3186,3982,357.30942970361843,1042004230372,22,12,2020
4388,1560,924.56,1492545908801,16,9,2024
560,2097,241.59,8895439656162,4,1,2023
3096,2263,447.76,6488338769235,5,12,2023
1363,160,942.44,0676361837151,10,7,2024
4059,2321,720.59,2441802348330,7,12,2020
1301,2003,401.03,8369614241288,8,2,2022
3578,2145,978.85,3562388191901,18,3,2021
1814,2881,181.89,1473413750265,18,3,2021
548,2500,19.72,6183489756348,19,1,2024
4529,3344,977.09,2214559,4,3,2020
4629,73,34.36,7033638908212,14,10,2024
1462,2096,915.81,6175462352777,10,10,2021
3879,1102,583.35,4266829260483,1,12,2022
2433,3037,681.8,1965147517752,11,8,2022
4232,781,308.59,4260609806403,21,9,2020
57,1585,537.65,2961006673675,6,9,2023
3077,2278,453.18,3852457718246,19,3,2022
1899,1228,426.42,8742360693646,5,4,2023
4444,1616,630.74,Reduce low,26,4,2020
4577,1201,335.89,4086558795724,13,5,2021
2913,2899,261.13,5603900645590,28,6,2020
1485,4352,232.79,2010768332365,26,11,2023
2571,4785,561.03,9467168912858,2,4,2023
3500,681,817.16,9247639736332,13,1,2022
2689,3592,725.75,0429615441587,4,11,2020
62,659,509.32,6540602656051,8,2,2020
813,4513,450.95,4660746518397,7,8,2020
3726,3626,59.37,0111749807703,22,2,2021
2472,4940,432.5,6114272155673,25,7,2022
1592,2042,75.12,5572803984351,18,2,2023
3352,950,709.5560742259071,5030459246167,1,8,2024
3229,3859,809.78,4443715455448,9,11,2021
4057,2202,671.78,6120857037159,16,3,2022
195,3847,183.16,340511102245,5,6,2021
4680,815,93.59,4203669787190,25,12,2020
1648,1733,381.59,8651045427370,9,6,2024
447,4011,873.44,5418128017360,14,4,2021
4682,1636,673.7,9363873069255,13,4,2024
2265,2557,111.25,0950804902058,17,12,2023
1277,4764,245.49,3831708278043,20,6,2020
3756,3390,365.16,4316609080326,2,12,2020
3313,375,215.43,9831144697754,4,11,2020
1353,2345,767.54,1563189040971,6,6,2020
77,2611,562.97,6486542042366,12,12,2020
3874,1285,315.29,1146249705111,6,2,2023
464,4849,851.93,1639205066482,1,3,2024
3418,3186,884.69,0696387568631,23,9,2022
2688,4396,724.03,2037389510712,21,3,2020
2558,3796,670.32,9602984662666,21,3,2024
3602,4287,882.2,3418774978871,19,8,2023
2659,3312,71.08,2069484383571,23,1,2024
1805,4416,370.18,5630473049821,13,4,2024
1732,3108,234.22,1209922847529,12,4,2022
1693,4807,297.08,Wind daughter,27,2,2024
2733,1732,560.11,5661816951693,21,7,2024
1850,3377,351.12,Generation bank,2,8,2023
1094,813,771.09,5323597012818,25,8,2021
1683,595,527.12,0323738831891,11,5,2022
688,4718,828.3,6731060542196,13,1,2020
2895,5003,861.22,6953079920783,2,6,2024
1201,2021,89.7,7914949323362,10,12,2020
705,1906,625.99,5194725697562,2,12,2022
114,922,161.76,5586798684745,16,3,2023
1916,3271,617.8317967540981,5351149676539,4,3,2022
4596,1884,665.8,5378537012021,11,11,2021
1047,4612,543.33,3308808932682,17,1,2024
2662,803,880.49,5339654565890,26,11,2023
2962,2458,54.01,0832674799603,17,6,2023
3987,2929,748.77,2872417039502,1,5,2021
4255,1735,542.22,4972751866562,25,2,2021
1336,3474,578.04,6851253831286,15,9,2023
246,1894,528.83,7626049956288,3,5,2023
1767,2618,358.9343913019573,2956438335895,13,11,2024
3439,4856,245.09,2022211405403,2,2,2024
2444,107,345.39,392078557563,15,7,2021
517,430,942.88,8398842511115,13,6,2023
853,3580,723.49,0494573247557,2,4,2023
783,2722,990.13,8669435554902,3,9,2024
1830,4695,892.0,8872492186966,21,10,2023
812,4096,811.34,3792240909300,16,10,2020
4594,1658,104.64,4966988097370,23,9,2024
829,4226,18.61,5345249580131,9,10,2023
2719,4572,72.3396510096549,9882070620767,11,11,2022
3528,1953,798.5264291917101,4061781473854,10,6,2020
3733,4714,644.56,637127839574,2,2,2022
2158,1602,513.36,0179515670982,13,12,2022
2051,1648,688.33,2240273498717,17,9,2020
4811,4963,980.74,7228501234318,16,7,2020
47,873,275.54,7180025485471,2,5,2023
1284,331,531.66,1427944380217,16,1,2020
312,534,448.28,3457633736368,18,11,2022
2228,3548,405.75,5808028562211,12,2,2022
3399,4161,788.24,0684766998483,6,1,2021
2881,1275,426.42,3143894007360,9,12,2021
2585,3357,140.02,2453543818782,20,8,2023
3413,3714,456.85,5314294620956,5,1,2023
692,559,509.92,4644173293782,27,4,2021
2039,4311,22.83,9415983907832,10,1,2020
1128,604,829.54,9620904358437,27,11,2020
107,4319,17.22,4138878838466,27,3,2020
4184,2613,278.5321721492214,9788037223500,10,6,2020
1086,2011,956.14,6553798914423,17,5,2024
1938,1646,290.65,14626760,25,10,2020
1497,2850,515.71,5219992369216,7,11,2023
2920,3700,471.48,0910358338215,19,12,2021
1562,501,469.21,2365192761893,13,6,2022
3669,1667,375.57,2403137591256,10,4,2020
2081,1207,407.3,8770779144343,17,12,2021
2313,941,64.84,2365221003918,14,8,2021
2058,1946,901.5,3914387719653,24,8,2022
794,208,528.18,3495725896835,22,1,2024
695,2706,319.73,5915218081381,22,8,2021
1821,4858,494.17,91277084,11,12,2021
4159,3374,570.9059902672356,2527730548957,2,8,2021
2704,1193,769.33,0511069076689,27,3,2023
3449,4348,292.68,8906189557439,12,9,2023
4162,2767,133.76,9377127739436,6,11,2021
482,1836,381.11,6415016254639,3,11,2021
3419,4091,871.99,8633442946098,16,5,2021
2195,2152,799.98,7809117331174,19,2,2020
9,2057,122.17,9604940820257,16,8,2023
2918,68,105.2,1757870848933,9,1,2023
820,1566,824.05,7020220644108,9,3,2021
4210,357,82.63,4281208998221,2,1,2023
1651,1942,320.52,0651556864976,23,5,2023
15,832,1739.7138606498809,4159547077313,20,4,2022
3874,4589,452.4776068626799,2712483529999,9,9,2022
3073,4578,893.81,7851391520034,14,7,2021
1236,3678,936.18,33158983,18,4,2022
3795,723,932.74,2282475684260,3,6,2024
2530,617,326.66,5388102278189,3,11,2021
2665,2879,146.46,7646338527289,1,1,2024
2703,1405,512.09,9265713585119,22,5,2022
807,4267,432.74,9121865377050,1,8,2024
1700,3392,831.22,5609882969518,13,8,2020
2302,2134,965.51,0443726719021,7,7,2023
1602,2239,360.48,7038287433887,17,3,2022
3248,3951,800.92,Election book,27,8,2024
2771,2697,340.16,9055861504625,8,1,2021
1376,3837,13.75,4423334366288,11,7,2021
2437,3462,884.61,6491216372724,18,3,2022
685,907,621.81,3056931352470,12,1,2020
20,4725,103.54,7626966007483,17,4,2024
3663,4110,240.88,6769762827167,6,2,2021
2064,1897,858.18,3466912661499,12,5,2023
2141,4215,238.01903584096107,1001429702819,19,2,2023
1319,41,590.3823887951474,7235628665352,3,4,2021
3235,3422,623.6,3952549051784,23,5,2022
4073,2874,868.65,7434601925593,5,4,2024
1186,958,29.85,5299932468681,18,3,2020
2295,1627,952.73,4577064185463,11,3,2023
4407,1661,937.23,0686431075956,23,4,2021
24,4317,381.788318487812,3611590092459,25,8,2023
4669,1179,926.71,0841042004775,16,1,2022
4011,4449,534.66,8903057458997,5,6,2020
4099,3241,1157.3069358799723,9483130117021,27,1,2020
2854,1887,237.57,40172590,21,8,2020
4508,870,964.96,5830915183063,1,5,2021
4623,3887,114.59,1210012268377,20,2,2024
1137,3868,65.18,3001150772325,1,10,2021
1308,1197,306.52,8029582995599,5,1,2023
4656,2138,489.62,9558028637117,5,1,2024
600,3334,375.12,5480693115932,15,7,2023
2861,3605,971.41,1825361446736,7,6,2024
4010,2829,261.45,8140652378811,18,5,2024
3071,4657,683.21,4844310875110,24,9,2021
3758,817,13.95,5952689781259,21,12,2022
732,714,221.73,9039179055055,21,6,2024
3374,1772,990.32,1974942103763,15,12,2020
3414,3764,738.76,6542787180468,2,6,2021
2817,4957,978.3,4299367854692,18,3,2022
3147,2153,198.91,53664426,21,8,2022
914,547,654.54,0905341447395,7,4,2020
3148,3376,585.59,6973399854711,21,6,2024
2766,4020,770.21,1745417240838,19,3,2021
2740,2720,281.4,7634001198546,17,4,2022
2632,381,384.24,8122932587892,10,11,2023
2453,2659,131.46,7369881182322,4,11,2021
3340,4787,369.12,9448369439856,20,7,2023
151,3803,267.15,9400277839265,5,5,2021
4436,1518,53.96,5164445365805,14,9,2023
2821,4355,260.52,8560098328902,20,2,2024
1955,3509,460.24,6523958494690,22,3,2024
3104,4394,388.57,7971942370557,18,11,2022
2434,935,589.6,7630490631410,1,3,2024
4797,3226,25.76,9730685503350,15,1,2024
1405,1245,310.05,2457866278025,11,7,2024
4423,4419,211.46,317972179413,14,2,2021
3258,1371,838.35,5326864678045,3,10,2023
2190,2828,198.28,9398769752454,25,12,2024
380,2086,977.79,885901556296,25,6,2024
4113,4716,112.09,8033349409946,27,8,2022
444,704,535.12,7298378989017,11,7,2023
4260,4643,998.61,2300542116480,11,3,2020
3985,1150,695.44,4567793436653,16,11,2020
3435,2533,350.23,2964848659708,18,1,2023
1836,2509,924.85,2545750403148,12,7,2021
2702,1093,50.1016090718745,2875132517270,23,9,2024
459,3149,714.24,4553487674487,16,2,2023
3716,4661,641.43,7825369899927,11,5,2020
1969,476,565.03,8857107900298,18,12,2021
100,2034,1619.8875821176337,545605487547,12,9,2020
3774,1545,452.65,7955560003967,19,11,2020
3450,3210,496.23,3421985866103,7,6,2022
2236,4861,933.86,5217778898783,14,10,2021
3498,2578,816.01,6184758996182,5,8,2022
258,4249,499.99,8547978179458,6,3,2024
824,2386,471.17,4893996309495,6,9,2020
4654,33,1682.210736824694,1699569564567,9,1,2022
3893,1878,16.74,7174694729806,22,2,2020
1715,3279,604.49,5851129785508,28,9,2021
2908,4567,456.14,3483441777217,18,11,2021
3554,3295,57.71,7393168577563,12,6,2024
1006,4211,467.24,3551185241940,6,4,2023
4836,1540,135.23,2525007570915,7,11,2020
92,212,340.49,1291064659610,6,11,2023
1670,39,734.33,2527272389674,10,12,2022
1238,24,551.07,2652468498233,11,9,2020
1220,1968,530.53,5416227939897,26,10,2022
2616,1504,514.64,6145079741493,5,5,2021
747,898,132.69,9377659298388,6,3,2023
1815,4596,209.88,8282179848467,27,6,2022
318,2793,303.29,8178387453732,23,3,2022
4815,102,373.41,2828434027435,8,1,2021
3925,451,316.63,3093959773207,18,12,2020
3145,1356,433.1,4558503468392,24,11,2021
1361,1948,933.23,5443490228953,13,9,2021
906,4082,908.0879178992382,1112520428253,5,7,2024
2048,376,907.914363981707,4897817472573,5,9,2022
4657,3010,271.97,4619013274191,16,4,2024
1795,4025,976.46,4526352475786,27,5,2021
1913,1920,486.66,2052167018143,18,7,2024
2867,2735,771.36,7156207025087,28,11,2023
3455,4254,401.16,6577760884194,18,4,2021
3315,1343,114.73,8591981589537,1,4,2020
4426,2776,331.98,9353739201622,3,6,2023
3276,1643,45.86,0840529252869,13,12,2020
2720,2628,378.39,5713531913583,12,7,2020
1040,3407,690.0058782849783,2078124314592,22,10,2023
491,876,834.92,0525601166462,8,2,2023
4705,4994,734.33,5180119435841,10,2,2023
4723,1015,393.43,1478570511100,23,10,2021
979,1555,56.09,544965861783,25,1,2020
2006,4340,524.45,5439887137557,17,2,2022
3155,3436,424.46,6795117577029,11,1,2022
1104,4784,995.53,4464598165095,6,8,2021
3115,1833,312.87,4148470427777,7,1,2020
238,459,161.27,Away down open hundred modern,1,8,2023
2300,4660,249.71,5713085745173,12,7,2022
3766,4625,489.44,7372948771308,2,5,2021
930,3202,904.5,8889364670454,25,5,2021
2745,667,151.21,2785010931213,12,6,2023
248,3677,115.58,731437945687,14,10,2022
1936,2029,128.15,5237738717534,28,9,2022
3718,2485,278.39,0642748418558,25,5,2020
4572,1198,408.69,537610581631,20,8,2024
2810,4154,927.72,9551848876971,28,6,2022
3061,3920,498.33,7909281787774,12,8,2022
1894,4722,199.48,0510102457041,15,10,2024
3135,4166,595.14,9029972177733,1,12,2022
2258,113,95.5720778735854,6214312494790,26,4,2021
1974,4698,166.85,278937677880,15,11,2024
1540,4033,452.86,0552581110628,6,12,2024
1291,4342,796.16,2499341218881,15,11,2023
1859,1271,129.39,9670207691106,20,10,2023
2107,421,581.57,8264034822676,16,7,2022
1250,2794,683.48,9064307353000,9,11,2021
994,4003,937.77,0273238262308,24,12,2024
3172,472,62.84,9178598841549,27,8,2024
530,4471,177.11,9748458213702,25,8,2024
3566,3122,584.41,9689403125292,17,9,2024
1037,3190,373.64,5480859621413,13,5,2022
4741,1331,871.86,2052234134622,4,10,2024
885,513,518.53,8315487100849,4,6,2023
898,4538,54.07,9493680545779,14,6,2022
1999,1384,670.09,7698235822820,20,7,2022
2098,3954,435.49,6069326554257,25,7,2020
4234,4568,671.93,9014065041343,25,5,2022
1855,4256,588.67,3004324085856,2,12,2024
4046,478,177.19,5490930685630,7,7,2022
2193,2889,898.27,8848036741380,17,10,2022
4226,1769,603.01,5684838419545,24,5,2020
2919,3808,983.57,7256299579045,10,10,2021
3019,1108,696.32,5547678811743,2,7,2022
1063,2195,530.84,536603778133,17,10,2021
1531,2729,244.52,3213634284693,11,1,2023
3358,3623,902.33,4798368027963,18,5,2023
70,3964,1054.173413918246,6719139774013,15,9,2021
193,1119,799.3076694661574,2887614290458,11,11,2023
480,2882,937.55,2423797546199,6,8,2021
2294,1869,194.22,9991220142919,22,6,2023
3264,1955,610.5,8694560492355,17,2,2021
1570,867,543.5995346631387,0641887017158,22,12,2024
2527,1479,303.74,7146154451251,13,10,2022
771,2337,982.27,3476006396985,7,3,2023
2990,716,172.02,9734126766434,12,3,2023
3111,4886,215.43,5761935290045,21,4,2022
2655,4641,279.88,4670049705622,2,11,2021
1307,2629,914.02,6131394919655,10,3,2024
646,1637,12.21,4625292263092,13,12,2024
2101,1860,447.07,8418470676915,13,11,2023
1235,1484,938.72,8364607691293,21,11,2021
2635,2966,872.15,0801714385700,13,12,2021
3570,4323,723.84,2625926562968,22,12,2022
3570,1260,563.25,9473861007876,6,1,2024
2361,1741,202.89,0509810773673,8,2,2020
2982,4530,931.18,5246142757289,5,8,2023
2953,4405,198.31,2092788492427,24,7,2020
700,3101,329.5,1087675878881,11,10,2023
3379,4726,186.94,8202562155309,27,7,2022
2166,2367,801.75,3107055265662,11,7,2022
3213,1415,210.59,4689531200583,11,2,2022
1536,2222,107.95,56284089,6,3,2020
4449,4496,19.58,6757193413622,18,9,2021
3959,3125,957.88701703395,0164432835521,9,1,2021
3293,549,779.41,1265814812778,10,10,2021
3490,3529,206.26,3448452252177,4,9,2020
4734,4208,770.42,2399097793277,2,7,2024
1387,408,339.6,4189174258410,11,11,2021
1364,4956,958.57,9732748174279,8,5,2022
2831,2333,471.4898165841168,4738922050426,4,11,2020
3906,1939,168.26,22028419,28,8,2020
558,3989,964.91,7053967349142,19,9,2023
245,4280,487.79,3092081714652,14,2,2024
4482,2718,732.11,West far night attention table,15,7,2020
4516,1453,358.7,7471968201397,10,1,2021
360,372,113.08,1472579103182,8,2,2020
2569,661,455.4,0752087054246,11,12,2023
1897,4867,944.92,2974849274794,3,6,2023
3052,4231,797.36,8941897716433,17,8,2024
3560,727,881.66,0778504119800,24,8,2022
3273,3399,307.17,2750138699925,1,11,2021
4601,4804,843.85,5218845846027,24,12,2024
2387,3076,534.49,8084968832325,20,12,2024
149,1531,385.2,3573371259089,8,7,2022
2974,83,366.13,3043593192032,20,3,2021
4212,2693,863.88,8212870939119,18,3,2022
1478,2052,440.79,05204267,21,1,2023
4141,486,521.31,3299506231194,27,9,2023
2999,3865,641.61,4297839124113,20,8,2022
976,4218,526.17,5913842375890,19,9,2022
4427,2176,996.91,4172974960461,5,5,2023
1794,3457,822.16,9488860704107,7,11,2022
1013,4173,551.22,7336813269727,26,12,2020
3024,2027,13.48,8907312527374,20,8,2024
2288,2967,855.87,1667881005792,23,3,2021
3426,2159,875.5087955456848,5386181942151,14,3,2024
1449,2058,375.34,3540481794823,14,3,2020
85,2702,479.11,5267767338851,15,1,2022
725,4847,500.03,5231114053414,21,8,2020
599,76,564.49,1092335874073,1,5,2023
358,293,723.51,7158438754644,7,10,2021
3230,4588,69.54,7861233584506,7,12,2021
787,4440,29.97,8338607896682,2,11,2020
2932,2194,717.34,4714563516545,19,1,2022
223,2430,122.57,6324853032990,16,3,2024
4598,4441,502.97,7663077070241,21,6,2023
899,3833,522.48,548317983161,7,8,2020
1839,4230,699.73,2411802141866,8,1,2021
3773,4347,748.94,5121853961029,26,10,2024
2206,4634,750.16,0464015577474,9,11,2020
4252,2671,790.49,5416307062477,9,2,2023
1695,838,959.82,5841094027574,19,10,2024
34,3493,556.67,2368019330760,3,9,2021
3159,4057,144.68,5713773938191,9,3,2020
4648,2604,761.19,0383490976445,25,2,2024
131,3290,979.47,5110932435452,1,10,2021
4021,611,364.66,7610018464874,22,11,2022
4643,125,56.99,1849575278952,11,11,2023
272,4601,21.42,9097786222857,11,5,2020
401,645,834.14,6611315641105,11,11,2024
1107,363,984.38,2996450803347,5,12,2020
2257,2127,457.09,3921165296312,20,11,2023
2079,4271,355.2,1833105770351,17,8,2022
3629,1310,858.22,1341324224093,12,3,2022
1231,3349,618.79,6409087278427,3,8,2020
54,416,354.53,8998061532290,2,12,2020
338,4548,764.1585318094324,8011571865082,25,6,2020
170,2676,886.63,9369690162292,20,2,2023
870,2024,269.6,00753036,9,9,2024
1110,3874,420.51,9521288865903,21,2,2023
4088,3081,63.82,5195860511171,20,2,2020
801,2303,159.32,4781837731201,7,10,2020
2376,2435,367.31,273550927008,21,6,2024
2059,1714,608.5478104341335,6868263059265,6,7,2023
3225,2796,735.4,1635581960611,4,10,2022
677,670,263.6,8455423909362,23,2,2023
501,3612,363.58,1980734415976,20,3,2024
2142,1651,188.12,4211745156846,14,7,2023
72,2586,172.56,9538242070778,20,2,2021
622,2258,373.49,7299260194519,8,8,2022
3074,1054,652.83,9815336283444,5,10,2023
2826,571,408.83,2136062892784,7,1,2020
4034,2157,427.24,7548883458950,21,4,2023
1608,236,605.97,3854918202035,6,8,2024
4163,2812,511.93,4979331715616,4,9,2023
2767,1210,388.92,6965641820629,24,1,2020
4785,506,399.87,2252406647572,8,12,2023
2678,1793,52.16,9906942410277,7,1,2021
1317,4404,964.9,5422158259119,28,11,2023
3463,483,991.86,4909649093380,13,5,2024
3600,3797,849.84,9455059924561,26,10,2023
1641,193,609.81,5538624270271,4,8,2020
2386,3345,920.75,7428174772203,16,5,2024
3108,2255,316.27,5516632813758,12,10,2021
4569,721,870.15,7696169312929,9,7,2024
2557,443,926.97,1591621139884,28,8,2021
3670,1047,981.12,1641812232815,19,6,2021
3250,2378,431.41,2882873483641,13,8,2023
4420,2242,377.39,7795096323463,7,12,2020
438,3042,445.66,9612776846310,24,7,2024
2687,1546,382.45,3143494790686,7,5,2020
48,4023,426.4689702045874,0099120872826,17,4,2020
1142,2335,411.97,9752752036417,25,2,2021
3667,2088,135.9,White life get sound back money real,23,2,2021
627,3646,127.21,0466021785744,8,7,2021
116,4929,170.9089594818156,4539769579688,11,1,2022
767,3815,1205.3518520877649,2384192255362,13,10,2020
2430,4894,750.95,2272689553124,4,10,2023
775,1374,606.64,1140894618062,5,8,2022
4794,4777,89.94644631269014,0205586308551,22,3,2020
936,2545,676.28,5517737412211,19,9,2022
2031,3128,472.5892894457224,8795517688132,7,10,2022
955,2716,221.42,1749228404441,12,2,2022
282,1221,721.2,2803544646646,10,10,2022
3638,4815,838.68,3862061171023,10,5,2021
3935,2468,616.4,63948790,16,7,2021
4408,1259,340.99,0699996200831,5,5,2024
3531,886,230.15,0645901512728,13,9,2020
1143,574,543.375577627778,6487070282804,9,9,2024
340,1166,410.37,3216123192967,28,6,2020
136,4923,519.86,7905752682814,28,6,2021
124,4343,621.65,9388615245179,6,11,2020
2925,3170,406.09,mission,1,12,2021
3789,4820,432.57,9876457671121,16,3,2021
3695,3365,210.49,2577945714487,24,10,2022
861,325,1256.453251697056,6245043440015,7,8,2024
2961,4053,321.68,3651311028046,8,7,2023
992,4224,137.06,2348002491432,23,7,2022
3249,2855,433.64,3161743184437,14,4,2023
4784,875,54.62,3864193674489,1,10,2020
3251,3311,405.98,5106405911615,7,11,2021
4149,4577,689.29,9328639285997,21,9,2023
4468,3912,675.16,6493342496626,19,7,2023
2917,3904,194.89,0759810850793,11,7,2023
1904,2553,872.33,03353288,2,5,2024
1800,4916,464.98,7007704732094,6,4,2020
2651,4466,371.64,7604517379272,26,12,2020
361,675,927.68,8595036929255,26,4,2021
1528,2913,281.57,2973687609102,21,12,2021
2976,765,498.28,2507887113949,14,9,2021
3779,678,1791.1232792285573,7714287369981,27,1,2020
2130,1826,966.1,9671781906747,10,3,2022
1942,1141,319.65,3803335350706,14,12,2021
1080,902,334.28,5720309382946,28,4,2023
3102,763,185.19,3771790802743,22,2,2020
3001,2340,184.25,7713736148443,26,4,2020
4807,1032,24.8,1543251260469,6,6,2021
2060,2721,459.92,1856581746818,18,7,2021
1770,4130,778.12,8938298048843,27,11,2021
2725,54,995.92,6953674870247,9,11,2023
654,1979,309.59,1408090724049,7,3,2024
4161,4692,583.5491884885768,2730441324165,17,10,2024
